image,description,keywords
04892_mask.png,A man wearing a suit is holding a baby on his lap.,"man, suit, baby, lap, holding, adult, child"
04912_mask.png,A man wearing a green and white uniform is holding a flag.,"man, green and white uniform, flag, holding, person"
04915_mask.png,"Two rhinoceroses stand together in a grassy field, closely positioned and appearing calm, with greenery visible in the background.","rhinoceroses, field, grass, wildlife, animals, nature, greenery"
04917_mask.png,"A display case containing various cakes, predominantly decorated with white icing or toppings.","display case, cakes, white icing, desserts, pastries"
04918_mask.png,"A woman is lying in bed with her face partially covered by her hands, appearing distressed or upset.","woman, bed, lying, hands, distress, upset, face, covering"
04923_mask.png,"A close-up of a person holding a beer glass, about to take their first sip of beer, with the focus on the anticipation and enjoyment.","beer, glass, person, close-up, anticipation, first sip, enjoyment"
04926_mask.png,"A man and a woman are seated next to each other, appearing to be engaged or associated in some way.","man, woman, seated, next to each other, people"
04928_mask.png,"A woman wearing a white dress is positioned in front of a plain black background, with no visible objects or appliances around her.","woman, white dress, black background, portrait, minimalism"
04938_mask.png,"A bearded man is laughing and looking directly at the camera, with an expressive and joyful facial expression.","man, beard, laughing, camera, joyful expression, expressive face"
04958_mask.png,"A gorilla is sitting on a large rock, with a neutral expression, in what appears to be a naturalistic outdoor setting.","gorilla, rock, sitting, outdoors, animal, neutral expression"
04971_mask.png,A man dressed in a suit is smiling at the camera against a neutral background.,"man, suit, smiling, camera, neutral background"
04975_mask.png,A close-up image of a pink toy placed against a green background.,"pink toy, close-up, green background, toy, object"
04976_mask.png,A man is in a kitchen where soap suds and foam are overflowing from the dishwasher onto the floor.,"man, kitchen, dishwasher, soap suds, foam, overflow, floor"
04986_mask.png,"A woman wearing a headscarf is speaking into a microphone, possibly giving a public speech or participating in a discussion.","woman, headscarf, microphone, speech, public speaking, discussion"
05123_mask.png,"A man and a woman are sitting on the floor facing each other, possibly engaged in a serious conversation, with a neutral indoor background.","man, woman, sitting, floor, conversation, indoor, serious, together"
05126_mask.png,"A black and white photo showing two men near a table, possibly engaged in a kitchen or cooking setting.","black and white, two men, table, cooking, kitchen, photo"
05127_mask.png,A man holding a gun is walking through an open field under natural lighting.,"man, gun, field, walking, outdoors, natural light"
05129_mask.png,"A man dressed in a black suit is seated on a chair, appearing formal and somewhat pensive, in a plain and neutral setting.","man, black suit, chair, seated, formal, indoor, neutral background"
05134_mask.png,"A black and white photograph features a man dressed in a formal suit, captured in an older style typical of historical portraits.","black and white, man, suit, photograph, historical, formal, portrait"
05138_mask.png,"A woman is positioned behind a podium equipped with a microphone, likely preparing to make a public statement or speech.","woman, podium, microphone, public speaking, speech, presentation"
05148_mask.png,A woman with long brown hair is smiling at the camera.,"woman, long brown hair, smiling, portrait, face, camera, female"
05162_mask.png,"An older man with glasses is smiling at the camera, appearing relaxed and content.","older man, glasses, smiling, camera, content, relaxed"
05164_mask.png,A black and white photo shows a group of people dancing together in a lively atmosphere.,"black and white, group, people, dancing, photo, atmosphere"
05172_mask.png,"Three young girls are sitting together on a bench, all facing the camera and smiling.","three girls, sitting, bench, smiling, young, together, camera"
05174_mask.png,Several people are gathered near a heap of trash or discarded items outdoors.,"people, garbage, group, outdoors, trash, pile, gathered"
05183_mask.png,A woman wearing a brown tank top and black panties is using her hands to support or hold her chest.,"woman, brown tank top, black panties, supporting chest, hands, underwear, female, clothing"
05189_mask.png,"A man is sitting in the driver's seat of a car, holding the steering wheel, while the interior of the vehicle is clearly visible.","man, car, driver's seat, steering wheel, vehicle interior"
05198_mask.png,A doll representing a woman with dark hair is dressed in a white shirt and is shown indoors.,"doll, woman, dark hair, white shirt, indoors"
05213_mask.png,A man wearing a formal suit and tie is positioned in front of a solid red background.,"man, suit, tie, formal, red background, portrait, male, clothing, background"
05214_mask.png,Two individuals wearing camouflage clothing are present in an outdoor wooded setting.,"two people, camouflage, clothing, wooded area, outdoors, individuals, forest, nature"
05218_mask.png,"Request failed: HTTPSConnectionPool(host='api.zhizengzeng.com', port=443): Max retries exceeded with url: /v1/chat/completions (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1016)')))",
05219_mask.png,Several children are seated together around an outdoor picnic table.,"children, picnic table, group, outdoors, seated"
05231_mask.png,A man wearing a blue shirt is smiling directly at the camera.,"man, blue shirt, smiling, camera, portrait"
05241_mask.png,"A man with a face smeared with mud is talking on a cell phone, appearing outdoors.","man, mud, face, cell phone, outdoors"
05249_mask.png,"A man is seated at a table covered with various denominations of money, appearing to be focused or thoughtful.","man, table, money, cash, seated, focused, denominations"
05261_mask.png,A man wearing a suit and tie holds a microphone while appearing to speak.,"man, suit, tie, microphone, speaking"
05264_mask.png,"Several horses are gathered closely together beside a calm body of water, with the natural environment in the background.","horses, group, body of water, nature, outdoors, animals"
05269_mask.png,"Several women are gathered closely together, appearing to be part of a group, with all individuals visibly female.","women, group, together, female, gathered"
05273_mask.png,"A man is dressed formally in a tuxedo suit and bow tie, appearing well-groomed in a professional setting.","man, tuxedo, suit, bow tie, formal attire, professional, well-groomed"
05276_mask.png,"Several people are gathered together, preparing or posing for a team photograph.","group, people, team, photo, posing, gathered"
05279_mask.png,A woman is positioned near a brown and white horse outdoors.,"woman, horse, brown and white, outdoors, animal, person"
05283_mask.png,"A man wearing a tuxedo is seated on a couch, looking contemplative.","man, tuxedo, couch, seated, contemplative, formal wear, indoors"
05294_mask.png,"A gray and white cat is sitting on a wooden floor, looking calm and relaxed.","cat, gray, white, wooden floor, sitting, calm, relaxed, pet, animal"
05297_mask.png,"A woman with an eye patch on her face is present, suggesting she may have suffered an injury.","woman, eye patch, face, injury, female, portrait"
05316_mask.png,A person in a red hoodie is creating ring shapes with smoke in front of a wall.,"person, red hoodie, smoke, smoke rings, wall"
05327_mask.png,"A woman wearing a red shirt is gazing directly at the camera, appearing thoughtful and composed.","woman, red shirt, camera, thoughtful, gazing, portrait, photography"
05329_mask.png,"A woman lying on the peak of a mountain, surrounded by rocky terrain under an open sky.","woman, mountain, lying, rocky terrain, peak, outdoors, sky"
05349_mask.png,"Two women are sitting together on a bench in front of a brick wall, wearing modest clothing that may reflect cultural or religious customs.","women, bench, brick wall, modest clothing, cultural, religious, sitting, outdoor"
05362_mask.png,"A dog is shown with a gun in its mouth, suggesting a dangerous and distressing situation.","dog, gun, mouth, danger, distress, animal, violence, threat"
05369_mask.png,Several people are joining their hands together in a gesture of unity or teamwork.,"group, people, hands, together, unity, teamwork"
05372_mask.png,"A man dressed formally in a suit and tie is speaking at a podium, possibly addressing an audience about important social or political topics.","man, suit, tie, speech, podium, formal, address, audience, politics"
05376_mask.png,"A close-up view of a tiger resting on a rock, with its body stretched out and its head turned to the side.","tiger, close-up, rock, resting, wildlife, animal, nature"
05379_mask.png,"A man and a woman are interacting at a hotel reception desk, with the man appearing to make a request while the woman listens attentively.","man, woman, reception desk, hotel, interaction, request, conversation"
05384_mask.png,"A man and a young woman are sharing a close, affectionate moment together in an open field, with greenery visible around them.","man, woman, affection, field, outdoors, greenery, togetherness"
05387_mask.png,"A woman is cleaning the stove in a kitchen, with the oven visible nearby.","woman, cleaning, stove, kitchen, oven, appliances"
05389_mask.png,A man wearing a blue shirt is sitting at a table with a pizza in front of him.,"man, blue shirt, pizza, table, food"
05398_mask.png,"A person's hand is extended and pointing at something, with the image set against a plain white background.","hand, pointing, person, white background, gesture"
05421_mask.png,"A truck is parked by the roadside in a mountainous area, with rugged terrain and natural scenery visible in the background.","truck, mountain, parked, roadside, terrain, scenery, nature"
05429_mask.png,"A black and white photo showing a man and a woman seated together at a table, facing the camera.","black and white, photo, man, woman, table, seated, together, portrait"
05436_mask.png,A young boy is sitting in the driver's seat of a car with his hands on the steering wheel.,"boy, car, driver's seat, steering wheel, sitting, child, vehicle"
05437_mask.png,"A man and a woman are sitting together on a chair, with a rope involved in the scene.","man, woman, chair, sitting, rope, together"
05438_mask.png,"A close-up image shows a red lobster resting on a rock surface, highlighting the lobster's details and natural texture.","lobster, red, rock, close-up, crustacean, animal, nature"
05439_mask.png,"Two hands are shown, with one hand holding the other hand in a supportive gesture.","hands, holding, support, gesture, two"
05461_mask.png,"Two men are sitting together on a bench, with one of them holding an umbrella over both of them.","two men, bench, umbrella, sitting, together"
05462_mask.png,A man wearing a suit and tie is looking at the camera with a smile on his face.,"man, suit, tie, smiling, camera, portrait"
05463_mask.png,"A man wearing a white shirt and a black hat, appearing well-groomed and dressed up.","man, white shirt, black hat, well-groomed, dressed up"
05468_mask.png,"Several children are in the ocean water, actively searching or looking for something, possibly in the sand or shallow area.","children, ocean, water, searching, beach, group"
05471_mask.png,"A black and white photo showing a man wearing a uniform, with no visible expression or background details.","black and white, man, uniform, old photo, portrait"
05476_mask.png,A woman is positioned beside a large sculpture resembling a crocodile.,"woman, sculpture, crocodile, person, artwork"
05479_mask.png,A man wearing a swimming cap and goggles is in a swimming pool.,"man, swimming cap, goggles, pool, swimming"
05482_mask.png,"A character from Star Wars, possibly Yoda, is depicted in a stylized manner related to The Force Awakens.","Star Wars, Yoda, character, The Force Awakens, stylized"
05483_mask.png,"A woman wearing a white head wrap is shown in the image, with a neutral expression on her face.","woman, white head wrap, neutral expression, headwear, portrait"
05489_mask.png,"Two images show a man and a woman in a kitchen, with the man engaging in conversation with the woman who is seated at a table.","man, woman, kitchen, table, conversation, images"
05498_mask.png,"A man is in a kitchen surrounded by thick smoke, likely caused by a gas-related incident.","man, kitchen, smoke, gas, incident, appliance, hazard"
05612_mask.png,"A young boy wearing a chef's uniform holds a frying pan, appearing ready to cook.","boy, chef's uniform, frying pan, young, cooking"
05614_mask.png,"A woman is speaking to an audience at the White House, with a podium in front of her and the presidential seal visible.","woman, audience, White House, podium, presidential seal, speech, event"
05617_mask.png,A man and a woman are lying on the floor together.,"man, woman, lying, floor, together"
05619_mask.png,"A group of decorative holiday ornaments is displayed together, each featuring festive designs and colors, possibly with some white and gold elements.","holiday ornaments, decorative, festive, group, white, gold, display"
05642_mask.png,"A car is engulfed in flames, with thick smoke rising into the air, indicating a severe fire incident.","car, fire, flames, smoke, accident, vehicle, burning"
05643_mask.png,"A man in a formal suit stands near a window, gazing outside with a contemplative expression.","man, suit, window, contemplative, formal, indoor, gazing, adult"
05649_mask.png,"The image features two separate photographs of President Obama, alongside another photo of a different president, probably shown in a context highlighting their political identities.","President Obama, presidents, photographs, politics, identity, context, images"
05672_mask.png,"An elderly man is lying in bed with his head resting on a pillow, appearing to wait for assistance while wearing a life alert necklace.","elderly man, bed, pillow, life alert necklace, waiting, assistance"
05689_mask.png,A person is positioned in front of a wall covered with frost or ice.,"person, wall, frost, ice, front"
05712_mask.png,"A woman is positioned in front of a wall painted with large, colorful wings, giving the illusion that she has angel wings.","woman, wings, wall, painting, angel, colorful, illusion"
05716_mask.png,The image consists of two separate pictures showing a dog and a man wearing a black jacket.,"dog, man, black jacket, two pictures, compilation, human, canine, portrait"
05719_mask.png,"A woman wearing a black veil with her face visible, looking directly at the camera against a plain background.","woman, black veil, face, camera, plain background, islamic clothing, portrait"
05726_mask.png,A woman with long brown hair is facing the camera against a plain background.,"woman, long brown hair, facing camera, portrait, plain background"
05734_mask.png,"The image shows two pictures featuring a man and a gorilla; in one, the man is interacting closely with an adult gorilla, and in the other, he is with a young gorilla, both highlighting a bond between the man and the animals.","man, gorilla, young gorilla, animal, interaction, bond, picture, adult gorilla"
05736_mask.png,"A young girl stands in front of a large menorah, which is a traditional Jewish candelabrum, and she appears to be looking at it.","girl, menorah, Jewish, candelabrum, young, front, tradition, religion"
05741_mask.png,"Several cars are parked along the side of a road, some appearing to be pulled over as if after a high-speed event.","cars, roadside, parked, vehicles, street, pulled over, outdoors"
05743_mask.png,"The image shows a dramatic explosion in the sky, with dense clouds of smoke billowing outward from the blast.","explosion, sky, smoke, blast, clouds"
05749_mask.png,"A man and a young girl are on a tennis court, holding rackets, with a net visible between them.","man, girl, tennis, rackets, court, net, playing, sports"
05761_mask.png,"A man dressed in a suit and tie is holding a laptop, appearing reserved and possibly hesitant.","man, suit, tie, laptop, reserved, hesitant"
05762_mask.png,"A black and white photo shows a woman sitting alone at a table, with a serious or assertive expression on her face, creating a tense atmosphere.","black and white, woman, sitting, table, serious expression, tense atmosphere, alone"
05781_mask.png,"A black and white photograph featuring a man, possibly Adolf Hitler, raising his hands in the air with a serious facial expression.","black and white, man, raised hands, Adolf Hitler, photograph, serious expression"
05782_mask.png,A person dressed formally in a suit and tie is present on a red carpet.,"person, suit, tie, formal, red carpet"
05784_mask.png,"A man dressed in a suit and tie is speaking into a microphone, appearing to address an audience or make a formal statement.","man, suit, tie, microphone, speaking, formal, address, audience"
05789_mask.png,"A man with short hair, glasses, and a white shirt appears alone, looking directly at the camera.","man, glasses, white shirt, alone, short hair, camera, direct gaze"
05791_mask.png,"A goat is positioned amidst tall, dense grass in an open field, with natural greenery surrounding it; the animal is clearly visible in the outdoor environment.","goat, field, tall grass, outdoors, nature, animal, greenery"
05792_mask.png,"A woman with wide eyes and slightly open mouth appears shocked or worried, focusing her gaze forward with a surprised facial expression.","woman, surprised, shocked, wide eyes, open mouth, facial expression"
05793_mask.png,"A man and a woman are positioned together, appearing to be engaged in a private, potentially intimate conversation, with both individuals focused on each other.","man, woman, intimate, conversation, together, focus, people"
05798_mask.png,"A group of young women standing together on a red carpet at an awards event, with a colorful Nickelodeon kids' choice awards backdrop behind them.","group, women, red carpet, awards event, Nickelodeon, kids' choice awards, backdrop, young, fashion, public event"
05813_mask.png,"The image shows the front of a McDonald's restaurant, featuring the recognizable yellow awning and exterior signage.","McDonald's, restaurant, yellow awning, storefront, signage"
05824_mask.png,"A man is holding a rifle with both hands while standing in front of a plain wall, wearing casual clothing.","man, rifle, wall, casual clothing, holding, front, weapon"
05826_mask.png,The image is a drawing featuring a person holding a knife in one hand.,"drawing, person, knife, hand, image"
05832_mask.png,"A historical black and white photograph featuring a man dressed in a formal military-style uniform, prominently positioned as the central figure.","black and white, historical, man, uniform, photograph, central figure, military-style, formal attire"
05841_mask.png,"A man, a woman, and a child are sitting together on a couch in a room.","man, woman, child, couch, sitting, room, family, together"
05846_mask.png,"A group of people wearing white robes is gathered together outdoors, each person holding an umbrella.","group, people, white robes, umbrellas, outdoors"
05847_mask.png,A man wearing a black shirt is looking upwards towards the camera with a confused or puzzled expression.,"man, black shirt, looking up, camera, confused expression, puzzled, male, portrait"
05863_mask.png,A brown and black dog is wearing a hat.,"dog, brown, black, hat, animal"
05864_mask.png,"Three camels are standing together on the ground, each with their mouths open.","camels, three, standing, open mouths, ground"
05869_mask.png,A man wearing a formal suit and tie along with glasses is depicted in this image.,"man, suit, tie, glasses, formal, male, portrait"
05872_mask.png,The image shows a cluttered and disorderly room with various pieces of trash and debris scattered across the floor.,"messy room, debris, trash, clutter, disorder, indoor, floor, untidy"
05874_mask.png,"A person is standing with bare feet in a bathtub, on a bathroom floor.","person, bare feet, bathtub, bathroom floor, standing"
05879_mask.png,"Several people are gathered outdoors, holding colorful signs and banners, likely participating in a parade or public event.","people, outdoors, signs, banners, gathering, parade, event, crowd"
05912_mask.png,"A man is touching his nose with his hand, facing the camera.","man, nose, hand, face, camera, touching"
05914_mask.png,The image shows three separate photos featuring a man wearing a white hat alongside several sheep.,"man, white hat, sheep, three photos, images, animals, portrait, outdoor, people"
05916_mask.png,A man wearing a suit and a hat is holding an object resembling a grenade.,"man, suit, hat, grenade, holding, object"
05917_mask.png,"The image shows a black office chair with a distinctive cow print pattern, possibly intended to humorously reference Stephen Hawking as a chair.","office chair, black, cow print, pattern, Stephen Hawking, humor, reincarnation, furniture"
05918_mask.png,"A group of men are gathered in an old black and white photograph, standing together in a somber setting that suggests an event of historical significance.","group of men, black and white, photograph, historical, somber, gathered, men"
05926_mask.png,"A young boy is sitting in a classroom setting, with desks and educational materials visible around him.","boy, classroom, desks, education, school, student"
05928_mask.png,"Two hippopotamuses are partially submerged in water, with their large bodies visible above the surface.","hippopotamus, water, animals, submerged, wildlife"
05931_mask.png,"The image shows a man with his mouth open and his eyes closed, appearing to express a strong emotion or reaction.","man, mouth open, eyes closed, facial expression, emotion, reaction"
05936_mask.png,"This is a vintage black and white photograph featuring a group of people gathered together, possibly in a serious or tense setting.","black and white photo, group, people, vintage, gathered, photograph, historical, serious setting"
05938_mask.png,A man wearing a black shirt is being restrained with a rope.,"man, black shirt, rope, restraint, tied"
05941_mask.png,"A baby is lying on a blanket placed on the floor, looking at the surroundings in a domestic indoor setting.","baby, blanket, floor, indoor, domestic, lying down"
05942_mask.png,"An elderly woman and a younger woman and man, all dressed formally, are sitting together on a bench outdoors, smiling warmly.","elderly woman, younger woman, younger man, formal attire, bench, outdoors, smiling, group portrait"
05943_mask.png,"Several people are gathered around a table, engaged in conversation in a casual indoor setting.","group, people, table, indoor, conversation, casual, gathering"
05947_mask.png,"A bigfoot creature is present in the middle of a stream, surrounded by natural outdoor scenery.","bigfoot, creature, stream, outdoors, nature, water, forest, wildlife"
05948_mask.png,A pickup truck is parked in an outdoor parking lot on a sunny day.,"pickup truck, parking lot, outdoor, vehicle, sunny day"
05968_mask.png,"A young boy is wearing a pirate hat and holding a black object, with a neutral facial expression.","boy, pirate hat, black object, young, neutral expression"
05972_mask.png,"A man is sitting on outdoor steps, holding a guitar and appearing to be posing for a photograph.","man, sitting, outdoor steps, guitar, posing, photograph"
05973_mask.png,"A Black man and a Black woman are sitting together at a table, engaged in conversation.","Black man, Black woman, table, conversation, sitting, together"
05976_mask.png,Two images show a man holding a cigar in his mouth.,"man, cigar, mouth, images, two"
05978_mask.png,"A man is positioned next to a bicycle, possibly preparing for a challenge or activity.","man, bicycle, challenge, preparation, activity"
05984_mask.png,"A young boy is skateboarding down a ramp in an indoor environment, wearing casual clothes and focusing on his movement.","boy, skateboard, ramp, indoors, casual clothes, movement, focus"
05986_mask.png,"A woman wearing glasses is in the foreground, while a man is visible in the background.","woman, glasses, man, foreground, background"
05987_mask.png,"A woman wearing a black dress is positioned beside a gorilla, with both clearly visible in the image.","woman, black dress, gorilla, interracial, side by side"
06123_mask.png,Several men are gathered together outdoors on a grassy area.,"men, group, outdoors, grass, gathered"
06125_mask.png,"A cat is positioned in front of a mirror, with its front paws raised toward the reflective surface.","cat, mirror, reflection, raised paws, animal, indoors"
06127_mask.png,"An elderly woman is lying in a hospital bed, with a dog nearby.","elderly woman, hospital bed, dog, lying, patient, indoor, hospital room"
06135_mask.png,"A person's hand is reaching into a bowl filled with a creamy, white substance, which appears smooth and thick.","hand, bowl, cream, white, smooth, thick, substance"
06147_mask.png,"A copy of the Qur'an, the Islamic sacred book, is placed on a glass table.","Qur'an, Islamic, sacred book, glass table, book"
06153_mask.png,A group of women dressed in white clothing is gathered in front of a house.,"women, white clothing, group, house, gathering"
06157_mask.png,"A black and white photo shows a man dressed in a uniform, presented with clear contrast and sharp details.","black and white, man, uniform, photo, contrast, details"
06158_mask.png,"A man is playing the video game Call of Duty on a computer, with the New Zealand edition of the game visible.","man, video game, computer, Call of Duty, New Zealand edition"
06175_mask.png,"A man wearing a blue shirt is seen running quickly on a track, with a penny falling to the ground nearby.","man, blue shirt, running, track, penny, falling, ground"
06179_mask.png,A man wearing a white shirt and a red-and-white hat is shown with an intense or surprised facial expression.,"man, white shirt, red-and-white hat, facial expression, surprised, intense, adult, portrait"
06194_mask.png,"A stack of books is burning on top of a table, with visible flames and smoke rising from the books.","books, fire, stack, table, burning, smoke, flames"
06195_mask.png,"A person is positioned near a dishwasher, possibly considering cleaning dishes manually.","person, dishwasher, cleaning, dishes, kitchen, appliance"
06197_mask.png,"A man dressed in a suit and tie is positioned in front of a stage backdrop, likely in an indoor setting.","man, suit, tie, stage, indoor, formal, backdrop"
06198_mask.png,"Thick black smoke is rising from a chimney or similar structure, creating a dark plume against the sky.","black smoke, chimney, dark plume, rising smoke, sky, structure"
06213_mask.png,"A group of people are walking on a street, some of them are visibly carrying flags.","people, group, street, flags, walking, crowd"
06218_mask.png,A young girl is playfully sticking out her tongue while in a forest setting.,"young girl, tongue sticking out, forest, playful, outdoors"
06231_mask.png,"A man is present in the image, wearing a blue shirt.","man, blue shirt, male, clothing, person"
06237_mask.png,A man is sitting in a barber's chair while a barber trims his hair.,"man, barber, haircut, barber chair, hair trimming, indoor, customer, professional"
06239_mask.png,"A man is photographing a young boy on a sandy beach, with the boy posing for the camera as waves are visible in the background.","man, boy, beach, camera, photograph, waves, posing"
06243_mask.png,A man wearing a pink hat is smiling at the camera.,"man, pink hat, smile, camera, portrait"
06248_mask.png,A Black man wearing a blue suit is smiling.,"Black man, blue suit, smiling, male, formal attire"
06273_mask.png,"A woman is speaking at a podium, with an American flag prominently displayed behind her.","woman, podium, American flag, speaking, background"
06275_mask.png,"A man is holding a microphone, suggesting he may be speaking or performing, with a neutral background.","man, microphone, speaking, performing, neutral background"
06291_mask.png,"A woman is lying in a bed with her eyes closed, appearing still and peaceful as if resting or sleeping.","woman, bed, lying, eyes closed, resting, peaceful, sleeping"
06293_mask.png,"A man wearing a suit and tie is sitting at a desk, using a laptop.","man, suit, tie, desk, laptop, sitting"
06295_mask.png,"A young boy with glasses and a necktie is present in the image, looking forward.","boy, glasses, necktie, young, portrait"
06315_mask.png,"A black and white photograph depicts a group of people gathered together, with some standing and others possibly seated, set in an outdoor location near a border area.","black and white, group of people, outdoor, border, photograph"
06319_mask.png,"Two men in suits are shaking hands, engaging in what appears to be a formal or business-like interaction.","men, suits, handshake, formal, business, interaction, meeting"
06325_mask.png,"The image features a person, likely a prominent political figure, standing in a formal setting and wearing professional attire, with visual cues suggesting their association with the House of Representatives.","politician, House of Representatives, formal attire, political figure, portrait, Nancy Bach, government, speaker, leadership"
06329_mask.png,"A person appears with a rope around their neck, suggesting a depiction related to execution or capital punishment.","person, rope, neck, execution, capital punishment"
06345_mask.png,"A police officer is interacting with a woman seated in a car, possibly during a traffic stop.","police officer, woman, car, interaction, traffic stop, vehicle, driver, law enforcement"
06348_mask.png,"A woman wearing a brown hoodie stands in front of a white brick wall, looking directly at the camera with a serious and slightly disapproving facial expression.","woman, brown hoodie, white brick wall, serious expression, direct gaze, disapproving look"
06349_mask.png,"The image features two prominent individuals standing side by side, one male and one female, both dressed formally, likely in a public or official setting.","male, female, formal attire, public setting, prominent individuals, side by side, official, duo"
06352_mask.png,A young boy is riding a skateboard outdoors on a paved sidewalk during the daytime.,"boy, skateboard, sidewalk, outdoors, daytime"
06357_mask.png,"A young woman is seated on a bed beside a man in a softly lit room, both showing neutral or contemplative expressions.","young woman, man, bed, seated, neutral expression, room, contemplative"
06359_mask.png,"A woman is sitting at a table, focused on her laptop, with a cup nearby, suggesting she is working or browsing online in a calm indoor environment.","woman, laptop, table, cup, indoor, sitting, focused, working, browsing"
06374_mask.png,"A black and white photo showing a group of people captured mid-jump, creating a dynamic composition.","black and white, group, people, jumping, photo, dynamic, mid-air"
06375_mask.png,Two men are standing side by side; one is wearing a blue shirt and the other is dressed in white attire that resembles clerical or priestly clothing.,"two men, blue shirt, white attire, priest, side by side"
06378_mask.png,"A person is gently holding a small animal in their hand, with both clearly visible against a plain background.","person, animal, hand, holding, plain background"
06387_mask.png,"A man is sitting casually on a couch, with one hand raised in the air, appearing relaxed and possibly gesturing or responding to something.","man, couch, sitting, hand raised, gesture, indoor, relaxed, casual"
06392_mask.png,A woman wearing a wedding dress is holding a gun in her hand.,"woman, wedding dress, gun, bride, holding, hand, white dress"
06412_mask.png,"A woman and a man are interacting together indoors, with the man dressed formally in a suit and the setting suggesting a private or domestic environment such as a laundry room.","woman, man, suit, indoors, private environment, laundry room, interaction, domestic"
06415_mask.png,"A man wearing a feathered headdress is shown in the image, with the headdress featuring multiple long, colorful feathers arranged vertically on his head.","man, feathered headdress, feathers, headwear, colorful, portrait, indigenous, traditional attire"
06418_mask.png,"A person's hands are holding a red bag filled with visible wires, suggesting the bag may contain an electronic device or components.","hands, red bag, wires, electronic device, components"
06425_mask.png,"A man dressed in a formal suit is shown, suggesting a professional or serious demeanor.","man, suit, formal, professional, male, business, clothing"
06427_mask.png,"A woman dressed in a blue shirt is directly facing the camera, with a neutral or serious expression.","woman, blue shirt, camera, neutral expression, serious expression"
06431_mask.png,"Two women are positioned side by side, facing the camera.","women, side by side, camera, portrait, female"
06435_mask.png,"The image depicts several people gathered around a large barrel, appearing to evaluate or discuss something related to the barrel.","people, group, barrel, gathering, discussion, evaluation, illustration"
06439_mask.png,A man in a suit is present at the 19th annual Rock and Roll Hall of Fame event.,"man, suit, Rock and Roll Hall of Fame, event, annual, 19th"
06458_mask.png,"A man is sitting in a restaurant, eating a slice of pizza, with a neutral expression on his face.","man, restaurant, pizza, eating, slice, neutral expression, sitting"
06471_mask.png,"A group of people is posing together on a pink carpet, likely at a formal or public event.","group, people, pink carpet, posing, event, public, formal"
06479_mask.png,A man dressed in a police uniform is positioned beside a vehicle in an outdoor setting.,"man, police uniform, vehicle, outdoor, law enforcement"
06481_mask.png,"A green car outdoors is partially covered with a sheet, and a man is visible near or inside the vehicle.","green car, sheet, outdoors, man, vehicle, covered, partial"
06482_mask.png,"A man is sitting on a couch with a serious expression, positioned in front of a red curtain.","man, couch, red curtain, sitting, serious expression"
06483_mask.png,"A woman is sitting on a white couch with her arms crossed, looking calm and composed.","woman, white couch, arms crossed, sitting, calm, composed, indoor, portrait"
06489_mask.png,"A woman is sitting at a table, with an American flag hanging in the background.","woman, table, American flag, sitting, background, indoor, flag"
06491_mask.png,A person wearing a black dress is posing for a photo.,"person, black dress, posing, photo, woman"
06513_mask.png,A woman is smiling while performing a plank exercise using an exercise ball in a well-lit indoor setting.,"woman, plank, exercise ball, smiling, indoor, fitness, exercise"
06514_mask.png,"A woman is sitting near a body of water, eating from a plate of food that may contain halal meat.","woman, plate of food, halal, meat, water, eating"
06519_mask.png,A goat is partially visible as it looks through a hole in a barn wall.,"goat, barn, hole, animal, wall, peeking"
06524_mask.png,A Black woman wearing a police uniform is standing in front of a mirror.,"Black woman, police uniform, mirror, law enforcement, reflection, female police officer"
06531_mask.png,"A man is holding a book in his hands, and he appears to be the main focus of the image.","man, book, hands, holding, male, focus"
06534_mask.png,A young girl is shown with a visible bruise on her face.,"young girl, bruise, face, injury, female, youth"
06537_mask.png,Two men dressed formally in suits and bow ties are positioned side by side.,"men, suits, bow ties, formal attire, side by side"
06539_mask.png,A person is wearing a red dress with a floral pattern.,"red dress, floral pattern, person, clothing, flowers"
06541_mask.png,"A black and white photograph features a man wearing a formal suit, captured against a plain background.","black and white, photograph, man, suit, formal, plain background"
06543_mask.png,"The image depicts a person dressed in a suit, apparently performing a trick.","person, suit, trick, performance, clothing, individual"
06547_mask.png,"A close-up image of a doll with a smiling face, featuring realistic human-like facial features reminiscent of European styles from the mid-20th century.","doll, close-up, smile, face, European, realistic, mid-20th century"
06579_mask.png,"A young child is positioned at the foreground while several adults are gathered behind them, all facing toward the camera.","child, people, group, foreground, adults, gathered, camera"
06582_mask.png,"A large group of people are lying on the ground in close proximity to each other, forming a dense cluster.","group, people, lying down, ground, cluster, crowd"
06584_mask.png,"A woman wearing a red dress is positioned in an open doorway, with natural light highlighting her presence.","woman, red dress, open doorway, natural light, interior"
06589_mask.png,A man is wearing a white turban on his head.,"man, white turban, headwear, male, turban, person"
06593_mask.png,"A baby wearing only a diaper is positioned directly in front of an open dishwasher, with kitchen elements visible in the background.","baby, diaper, dishwasher, kitchen, appliance, child, open dishwasher"
06597_mask.png,"A man with a surprised expression on his face, looking directly ahead, depicted in a closely framed image.","man, surprised expression, face, portrait, close-up"
06712_mask.png,"A man and a woman are facing each other and making eye contact, appearing to engage in a conversation.","man, woman, eye contact, conversation, facing each other"
